text,label
กลัวเกรดเทอมนี้จะออกมาไม่ดี,academic
มีการบ้านหลายวิชาจนทำไม่ทันกำหนดส่ง,academic
งานที่บริษัทเข้ามาพร้อมกันหลายอย่างจนจัดลำดับไม่ถูก,work
เครียดกับเดดไลน์งานที่ใกล้เข้ามา,work
ต้องรับผิดชอบงานหลายชิ้นในเวลาเดียวกัน,work
ทำงานไม่ทันเพราะมีงานใหม่เข้ามาตลอด,work
กังวลว่าจะทำผลงานไม่ตรงตามที่หัวหน้าคาดหวัง,work
รู้สึกกดดันจากปริมาณงานที่ได้รับ,work
มีปัญหากับตารางเวลาการทำงานจนพักไม่พอ,work
งานที่รับผิดชอบมีรายละเอียดเยอะจนเหนื่อยมาก,work
หัวหน้ามอบหมายงานเร่งด่วนหลายงานพร้อมกัน,work
เครียดเพราะต้องทำงานล่วงเวลาบ่อย,work
กังวลเรื่องผลงานของตัวเองในที่ทำงาน,work
ไม่รู้ว่าจะจัดการงานที่ค้างอยู่ให้เสร็จทันได้อย่างไร,work
ช่วงนี้ร่างกายอ่อนเพลียและไม่มีแรงบ่อยมาก,health
รู้สึกไม่สบายและกังวลเกี่ยวกับสุขภาพของตัวเอง,health
ช่วงนี้ปวดหัวบ่อยจนใช้ชีวิตลำบาก,health
นอนไม่หลับหลายคืนจนร่างกายเริ่มไม่ไหว,health
รู้สึกเหนื่อยผิดปกติแม้ไม่ได้ทำอะไรหนัก,health
ช่วงนี้กินอาหารได้น้อยลงและรู้สึกไม่มีแรง,health
มีอาการใจสั่นและรู้สึกไม่ค่อยสบายตัว,health
ร่างกายไม่ค่อยแข็งแรงเหมือนช่วงก่อน,health
กังวลเพราะมีอาการป่วยที่ยังไม่หาย,health
ช่วงนี้สุขภาพแย่ลงจนกระทบการใช้ชีวิตประจำวัน,health
พักผ่อนแล้วแต่ยังรู้สึกอ่อนเพลียตลอดวัน,health
รู้สึกว่าร่างกายมีบางอย่างผิดปกติและอยากดูแลตัวเอง,health
รู้สึกไม่สบายใจเวลาต้องอยู่ท่ามกลางคนจำนวนมาก,social
ไม่กล้าเข้าร่วมกิจกรรมกับกลุ่มเพื่อน,social
กังวลเวลาต้องพูดต่อหน้าคนอื่น,social
รู้สึกเกร็งเมื่อต้องทำความรู้จักคนใหม่,social
ไม่รู้จะเริ่มบทสนทนากับคนอื่นอย่างไร,social
กลัวว่าคนรอบตัวจะตัดสินเวลาพูดหรือแสดงความคิดเห็น,social
หลีกเลี่ยงการเข้าสังคมเพราะรู้สึกไม่มั่นใจ,social
รู้สึกอึดอัดเมื่อต้องอยู่ในงานที่มีคนเยอะ,social
ไม่กล้าพูดในที่ประชุมเพราะกลัวคนอื่นมองไม่ดี,social
กังวลทุกครั้งที่ต้องพูดคุยกับคนที่ไม่สนิท,social
รู้สึกเข้ากับกลุ่มคนใหม่ได้ยาก,social
มักหลีกเลี่ยงกิจกรรมที่ต้องพบปะผู้คน,social
วันนี้กินข้าวกับเพื่อนแล้วรู้สึกอิ่มมาก,none
กำลังฟังเพลงที่ชอบอยู่,none
วันนี้อากาศดีมากเลย,none
กำลังดูซีรีส์เรื่องใหม่อยู่,none
พรุ่งนี้ว่าจะไปเที่ยวกับเพื่อน,none
ตอนนี้กำลังเล่นเกมอยู่,none
วันนี้ตื่นเช้ามากเป็นพิเศษ,none
กำลังคิดว่าจะกินอะไรเป็นมื้อเย็น,none
เมื่อวานไปเดินเล่นที่ห้างมา,none
ช่วงนี้ชอบฟังเพลงตอนก่อนนอน,none
วันนี้มีเวลาว่างเลยว่าจะดูหนัง,none
สวัสดีครับ วันนี้เป็นอย่างไรบ้าง,none
