text,label
อยากได้คนปลอบใจ,encouragement
ขอคำพูดที่ทำให้รู้สึกดีขึ้นหน่อย,encouragement
รู้สึกแย่มากตอนนี้,encouragement
ช่วยอยู่ข้างๆหน่อย,encouragement
ขอคำพูดอ่อนโยนหน่อย,encouragement
อยากได้พลังบวก,encouragement
วันนี้ใจไม่ค่อยดีเลย,encouragement
ขอคนที่เข้าใจหน่อย,encouragement
รู้สึกเหมือนจะไม่ไหวแล้ว,encouragement
ช่วยบอกว่าเราสำคัญหน่อย,encouragement
อยากได้ความอบอุ่นทางใจ,encouragement

อยากสงบสติอารมณ์,calming
ช่วยให้ใจเย็นหน่อย,calming
ตอนนี้ใจสั่นมาก,calming
ช่วยให้เราสงบหน่อย,calming
กำลังแพนิคอยู่,calming
หายใจไม่ทั่วท้องเลย,calming
รู้สึกควบคุมตัวเองไม่ได้,calming
ช่วยให้ผ่อนคลายหน่อย,calming
เครียดจนใจเต้นแรง,calming
ตอนนี้สติหลุดมาก,calming
ช่วยดึงสติหน่อย,calming
กำลังวิตกมากๆ,calming
รู้สึกเหมือนจะระเบิดอารมณ์,calming
ช่วยให้เราหยุดคิดหน่อย,calming
ใจไม่สงบเลยตอนนี้,calming
ช่วยให้หายกังวลหน่อย,calming
กำลังหายใจแรงมาก,calming
ช่วยพาเรากลับมาสงบที,calming
สมองคิดวนไม่หยุด,calming
ตอนนี้เครียดจนตัวสั่น,calming
ช่วยให้เราตั้งสติได้ไหม,calming
รู้สึกอึดอัดมาก,calming
ช่วยให้ใจนิ่งหน่อย,calming
ตอนนี้ควบคุมอารมณ์ยากมาก,calming
อยากหยุดความฟุ้งซ่าน,calming
ช่วยให้ผ่อนคลายหน่อยได้ไหม,calming
กำลังตื่นตระหนกมาก,calming
ช่วยให้เราหายแพนิคที,calming
ใจเต้นแรงจนกลัว,calming
ช่วยให้เรากลับมาหายใจปกติหน่อย,calming
มือสั่นไปหมดเวลาตื่นเต้น,calming
รู้สึกวิงเวียนหัวเวลากังวลมาก,calming
หัวใจเต้นเร็วผิดปกติตอนนี้,calming
รู้สึกเหมือนอากาศไม่พอหายใจ,calming
ตัวเกร็งไปหมดตอนนี้,calming
รู้สึกเหมือนโลกหมุนตอนนี้,calming
ท้องปั่นป่วนเวลาวิตกกังวล,calming
เหงื่อแตกทั้งที่ไม่ได้ร้อน,calming
ใจเต้นแรงจนได้ยินเสียงตัวเอง,calming
รู้สึกชาที่มือเวลาตื่นตระหนก,calming

อยากได้ข้อมูลหรือความรู้,information
โรคซึมเศร้าคืออะไร,information
อาการแพนิคเป็นยังไง,information
ความเครียดส่งผลยังไงบ้าง,information
วิธีดูแลสุขภาพจิตมีอะไรบ้าง,information
แบบประเมิน 9Q คืออะไร,information
ทำไมถึงนอนไม่หลับเวลาเครียด,information
ภาวะหมดไฟคืออะไร,information
อาการวิตกกังวลมีอะไรบ้าง,information
ควรพบจิตแพทย์เมื่อไหร่,information
จิตวิทยาคืออะไร,information
วิธีลดความเครียดมีอะไรบ้าง,information
อาการซึมเศร้าแตกต่างจากเศร้ายังไง,information
การบำบัดคืออะไร,information
โรคแพนิครักษาได้ไหม,information
สุขภาพจิตสำคัญยังไง,information
อาการ burnout เป็นแบบไหน,information
มีวิธีฝึกใจให้สงบไหม,information
วิธีจัดการอารมณ์โกรธทำยังไง,information
ความวิตกกังวลรักษาได้ไหม,information
จิตแพทย์กับนักจิตวิทยาต่างกันยังไง,information
มีวิธีนอนหลับง่ายๆไหม,information
การดูแลตัวเองทางใจทำยังไง,information
ความเครียดสะสมอันตรายไหม,information
ร้องไห้บ่อยผิดปกติไหม,information
อาการทางจิตมีอะไรบ้าง,information
วิธีฮีลใจตัวเองมีอะไรบ้าง,information
การฝึกหายใจช่วยได้จริงไหม,information
อาการเหนื่อยใจเกิดจากอะไร,information
สุขภาพจิตแย่ควรทำยังไง,information

อยากขอความช่วยเหลือฉุกเฉิน,crisis_support
ช่วยเราที ตอนนี้ไม่ไหวแล้ว,crisis_support
กลัวว่าจะทำร้ายตัวเอง,crisis_support
ตอนนี้ควบคุมตัวเองไม่ได้,crisis_support
อยากมีคนช่วยด่วน,crisis_support
ไม่ปลอดภัยกับตัวเองเลยตอนนี้,crisis_support
กำลังคิดทำร้ายตัวเอง,crisis_support
ช่วยหาคนช่วยเราที,crisis_support
ตอนนี้อยู่คนเดียวและกลัวมาก,crisis_support
อยากคุยกับผู้เชี่ยวชาญด่วน,crisis_support
ช่วยเราเดี๋ยวนี้ได้ไหม,crisis_support
ตอนนี้ใจไม่ไหวจริงๆ,crisis_support
รู้สึกอันตรายกับตัวเอง,crisis_support
กำลังร้องไห้หนักมาก,crisis_support
ช่วยให้เราปลอดภัยหน่อย,crisis_support
ไม่อยากอยู่คนเดียวตอนนี้,crisis_support
กำลังจะทำร้ายตัวเอง,crisis_support
ช่วยติดต่อสายด่วนให้หน่อย,crisis_support
รู้สึกควบคุมความคิดไม่ได้แล้ว,crisis_support
ตอนนี้อาการหนักมาก,crisis_support
อยากให้ใครสักคนช่วยเรา,crisis_support
ช่วยหยุดความคิดนี้ที,crisis_support
ตอนนี้ต้องการความช่วยเหลือมาก,crisis_support
รู้สึกไม่ปลอดภัยเลย,crisis_support
อยากให้มีคนอยู่ด้วยตอนนี้,crisis_support
ช่วยเราให้ผ่านคืนนี้ไปได้ไหม,crisis_support
ตอนนี้อยู่ในสถานการณ์อันตรายจริงๆ,crisis_support
กลัวว่าจะเกิดอะไรขึ้นกับตัวเองคืนนี้,crisis_support
ต้องการคนช่วยด่วนก่อนจะทำอะไรลงไป,crisis_support
ไม่มั่นใจว่าจะปลอดภัยถ้าอยู่คนเดียวตอนนี้,crisis_support
ขอเบอร์ติดต่อฉุกเฉินหน่อยตอนนี้เลย,crisis_support
กลัวว่าตัวเองจะทำร้ายตัวเองถ้าไม่มีใครช่วย,crisis_support
สถานการณ์ตอนนี้เสี่ยงมากต้องการความช่วยเหลือทันที,crisis_support
อยากให้มีคนมาอยู่ด้วยเพราะกลัวตัวเองตอนนี้,crisis_support
ต้องการแจ้งเหตุฉุกเฉินเกี่ยวกับความปลอดภัยของตัวเอง,crisis_support
รู้สึกไม่ปลอดภัยกับความคิดตัวเองอย่างมากตอนนี้,crisis_support
